rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
35,32,"Glenn Medeiros Featuring Ray Parker, Jr. ",All I'm Missing Is You,32,9,NA,NA,NA,NA,glenn-medeiros-m28-53x53.jpg
36,36,Michael Bolton, Georgia On My Mind,36,8,NA,NA,NA,NA,michael-bolton-53x53.jpg
37,3,Poison,Unskinny Bop,28,15,NA,NA,NA,NA,poison-53x53.jpg
38,38,En Vogue,Lies,43,8,NA,NA,NA,NA,en-vogue-ps1-53x53.jpg
39,25,The Adventures Of Stevie V,Dirty Cash (Money Talks),33,13,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
40,40,Snap!,Ooops Up ,48,6,NA,NA,NA,NA,snap-71d-53x53.jpg
41,41,Deee-Lite,Groove Is In The Heart,50,5,NA,NA,NA,NA,deee-lite-fnz-53x53.jpg
42,42,Daryl Hall John Oates,So Close,49,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
43,4,M.C. Hammer,Have You Seen Her,29,16,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
44,6,Prince,Thieves In The Temple,22,11,NA,NA,NA,NA,prince-vp8-53x53.jpg
45,45,Soho,Hippychick,51,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
46,46,Heart,Stranded,47,4,NA,NA,NA,NA,heart-2lh-53x53.jpg
47,47,Poison,Something To Believe In,70,2,NA,NA,NA,NA,poison-53x53.jpg
48,46,Sydney Youngblood,I'd Rather Go Blind,46,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
49,9,Faith No More,Epic,40,17,NA,NA,NA,NA,faith-no-more-53x53.jpg
50,1,Mariah Carey,Vision Of Love,38,20,NA,NA,NA,NA,mariah-carey-tgq-53x53.jpg
51,51,LL Cool J,The Boomin' System,54,3,NA,NA,NA,NA,ll-cool-j-kyv-53x53.jpg
52,52,UB40,The Way You Do The Things You Do,61,5,NA,NA,NA,NA,ub40-53x53.jpg
53,53,Bette Midler,From A Distance,75,2,NA,NA,NA,NA,bette-midler-2ui-53x53.jpg
54,54,The Human League ,Heart Like A Wheel,62,4,NA,NA,NA,NA,the-human-league-2tr-53x53.jpg
55,55,Cynthia & Johnny O,Dream Boy/Dream Girl,57,7,NA,NA,NA,NA,cynthia-0u5-53x53.jpg
56,53,Tyler Collins,Second Chance,53,7,NA,NA,NA,NA,tyler-collins-eo1-53x53.jpg
57,57,David Cassidy,Lyin' To Myself,59,4,NA,NA,NA,NA,david-cassidy-s19-53x53.jpg
58,1, Sweet Sensation,If Wishes Came True,42,18,NA,NA,NA,NA,sweet-sensation-e7v-53x53.jpg
59,52,Billy Idol,L.A. Woman,52,6,NA,NA,NA,NA,billy-idol-ygh-53x53.jpg
60,60,Damn Yankees,High Enough,63,4,NA,NA,NA,NA,damn-yankees-yz7-53x53.jpg
61,61,Stevie B,Because I Love You (The Postman Song),80,2,NA,NA,NA,NA,stevie-b-ir7-53x53.jpg
62,NA,Wilson Phillips,Impulsive,NA,NA,NA,NA,NA,NA,wilson-phillips-531-53x53.jpg
63,42,Winger, Can't Get Enuff,55,12,NA,NA,NA,NA,winger-w6j-53x53.jpg
64,51,Doc Box & B. Fresh,Slow Love,60,13,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
65,12,Cheap Trick,Can't Stop Falling Into Love,44,13,NA,NA,NA,NA,cheap-trick-53x53.jpg
66,66,Information Society,Think,82,2,NA,NA,NA,NA,information-society-6kt-53x53.jpg
67,67,Asia,Days Like These,74,3,NA,NA,NA,NA,asia-53x53.jpg
68,68,Elisa Fiorillo,On The Way Up,78,3,NA,NA,NA,NA,elisa-fiorillo-39c-53x53.jpg
69,42,Kid Frost,La Raza,67,15,NA,NA,NA,NA,kid-frost-tc5-53x53.jpg
70,70,DNA Featuring Suzanne Vega,Tom's Diner,87,2,NA,NA,NA,NA,dna-as0-53x53.jpg
71,71,New Kids On The Block,Let's Try It Again,88,2,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
72,72,Anita Baker,Soul Inspiration,79,4,NA,NA,NA,NA,anita-baker-4eh-53x53.jpg
73,7,New Kids On The Block,Tonight,56,11,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
74,74,2 In A Room,Wiggle It,95,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
75,63,George LaMond,Look Into My Eyes,71,9,NA,NA,NA,NA,george-lamond-wkd-53x53.jpg
76,2,Janet Jackson,Come Back To Me,58,16,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
77,NA,Al B. Sure!,Missunderstanding,NA,NA,NA,NA,NA,NA,al-b-sure-box-53x53.jpg
78,8,Go West,"King Of Wishful Thinking (From ""Pretty Woman"")",66,22,NA,NA,NA,NA,go-west-kjg-53x53.jpg
79,68,Gene Loves Jezebel,Jealous,68,9,NA,NA,NA,NA,gene-loves-jezebel-ddx-53x53.jpg
80,NA,Donny Osmond,My Love Is A Fire,NA,NA,NA,NA,NA,NA,donny-osmond-dfc-53x53.jpg
81,20, Luke Featuring The 2 Live Crew,Banned In The U.S.A.,69,13,NA,NA,NA,NA,luke-p9m-53x53.jpg
82,82,Caron Wheeler,Livin' In The Light,89,3,NA,NA,NA,NA,caron-wheeler-7cz-53x53.jpg
83,NA,REO Speedwagon,Love Is A Rock,NA,NA,NA,NA,NA,NA,reo-speedwagon-bex-53x53.jpg
84,NA,Winger,Miles Away,NA,NA,NA,NA,NA,NA,winger-w6j-53x53.jpg
85,14,Mellow Man Ace,Mentirosa,84,23,NA,NA,NA,NA,mellow-man-ace-p6r-53x53.jpg
86,2,En Vogue,Hold On,77,24,NA,NA,NA,NA,en-vogue-ps1-53x53.jpg
87,87,The London Quireboys,I Don't Love You Anymore,93,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
88,88,Seduction,Breakdown,98,2,NA,NA,NA,NA,seduction-tw8-53x53.jpg
89,44,Vixen,How Much Love,76,10,NA,NA,NA,NA,vixen-16q-53x53.jpg
90,NA,Bell Biv DeVoe,B.B.D. (I Thought It Was Me)?,NA,NA,NA,NA,NA,NA,bell-biv-devoe-221-53x53.jpg
91,14,Keith Sweat,Make You Sweat,85,20,NA,NA,NA,NA,keith-sweat-53x53.jpg
92,78,Motley Crue,Same Ol' Situation (S.O.S.),86,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
93,64,Duran Duran,Violence Of Summer (Love's Taking Over),72,7,NA,NA,NA,NA,duran-duran-53x53.jpg
94,73,Ms. Adventures,Undeniable,83,7,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
95,2,Billy Idol,"Cradle Of Love (From ""Ford Fairlane"")",65,24,NA,NA,NA,NA,billy-idol-ygh-53x53.jpg
96,55,The Whispers,Innocent,92,11,NA,NA,NA,NA,the-whispers-84q-53x53.jpg
97,3,Johnny Gill,Rub You The Right Way,90,23,NA,NA,NA,NA,johnny-gill-53x53.jpg
98,76,Beats International,Won't Talk About It,94,8,NA,NA,NA,NA,beats-international-jrf-53x53.jpg
99,72,Tricia Leigh Fisher,Empty Beach,73,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
100,31,Indecent Obsession,Tell Me Something,64,12,NA,NA,NA,NA,indecent-obsession-ifo-53x53.jpg
