rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
69,69,Luther Vandross,Here And Now,78,3,NA,NA,NA,NA,luther-vandross-ycy-53x53.jpg
70,70,The B-52s,Roam,88,3,NA,NA,NA,NA,the-b52s-53x53.jpg
71,NA,Kenny G,Going Home,NA,NA,NA,NA,NA,NA,kenny-g-jn4-53x53.jpg
72,55,Eric Clapton,Pretending,63,8,NA,NA,NA,NA,eric-clapton-53x53.jpg
73,73,Neneh Cherry,Heart,77,5,NA,NA,NA,NA,neneh-cherry-d1s-53x53.jpg
74,74,Dino ,Never 2 Much Of U,81,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
75,1,Roxette,Listen To Your Heart,59,20,NA,NA,NA,NA,roxette-cd8-53x53.jpg
76,75,Christopher Max,Serious Kinda Girl,75,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
77,77,The Smithereens,A Girl Like You,79,5,NA,NA,NA,NA,the-smithereens-eoz-53x53.jpg
78,8,New Kids On The Block ,Didn't I (Blow Your Mind),67,17,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
79,7,Bobby Brown,Rock Wit'cha,74,20,NA,NA,NA,NA,bobby-brown-s9w-53x53.jpg
80,11,Gloria Estefan,Get On Your Feet,62,15,NA,NA,NA,NA,gloria-estefan-53x53.jpg
81,NA,Warrant,Sometimes She Cries,NA,NA,NA,NA,NA,NA,warrant-53x53.jpg
82,74,The Cure,Lullaby,80,6,NA,NA,NA,NA,the-cure-53x53.jpg
83,66,KISS, Hide Your Heart,73,7,NA,NA,NA,NA,kiss-53x53.jpg
84,84,Loverboy,Too Hot,90,3,NA,NA,NA,NA,loverboy-79r-53x53.jpg
85,NA,Michael Penn,No Myth,NA,NA,NA,NA,NA,NA,michael-penn-r15-53x53.jpg
86,NA,Alannah Myles,Black Velvet,NA,NA,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
87,84,Diving For Pearls,Gimme Your Good Lovin',84,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
88,50,Lil Louis,French Kiss,69,12,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
89,89,Abstrac',Right And Hype,93,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
90,81,Michael Morales,I Don't Know,87,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
91,56,Stevie B,Girl I Am Searching For You,89,14,NA,NA,NA,NA,stevie-b-ir7-53x53.jpg
92,1,Janet Jackson,Miss You Much,72,19,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
93,75,Starship,I Didn't Mean To Stay All Night,85,7,NA,NA,NA,NA,starship-djg-53x53.jpg
94,90,Sharon Bryant, Foolish Heart,91,4,NA,NA,NA,NA,sharon-bryant-441-53x53.jpg
95,49,Christopher Williams,Talk To Myself,94,18,NA,NA,NA,NA,christopher-williams-kjz-53x53.jpg
96,74,After 7,Heat Of The Moment,92,12,NA,NA,NA,NA,after-7-zay-53x53.jpg
97,2,New Kids On The Block,Cover Girl,86,17,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
98,97,Hooters,500 Miles,97,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
99,63,Saraya,Back To The Bullet,83,9,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
100,77,Chunky A,Owwww!,82,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
