rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
70,70,"Joyce ""Fenderella"" Irby",I'll Be There,72,4,NA,NA,NA,NA,joyce-fenderella-irby-h57-53x53.jpg
71,26,The 2 Live Crew ,Me So Horny,69,27,NA,NA,NA,NA,the-2-live-crew-j6x-53x53.jpg
72,7,Tom Petty,Free Fallin',55,19,NA,NA,NA,NA,tom-petty-and-the-heartbreakers-eog-53x53.jpg
73,NA,Quincy Jones,The Secret Garden,NA,NA,NA,NA,NA,NA,quincy-jones-3md-53x53.jpg
74,74,Anything Box,Living In Oblivion,76,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
75,24,Michael Damian,Was It Nothing At All,58,20,NA,NA,NA,NA,michael-damian-dlx-53x53.jpg
76,4,Jody Watley,Everything,52,22,NA,NA,NA,NA,jody-watley-11l-53x53.jpg
77,6,Lou Gramm,Just Between You And Me,64,20,NA,NA,NA,NA,lou-gramm-b5a-53x53.jpg
78,56,Alice Cooper,House Of Fire,66,8,NA,NA,NA,NA,alice-cooper-t1u-53x53.jpg
79,79, Faster Pussycat,House Of Pain,89,3,NA,NA,NA,NA,faster-pussycat-ltc-53x53.jpg
80,NA,Timmy T.,Time After Time,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
81,11, Eddie Money,Peace In Our Time,65,15,NA,NA,NA,NA,eddie-money-wyy-53x53.jpg
82,82,Mantronix Featuring Wondress,Got To Have Your Love,87,3,NA,NA,NA,NA,mantronix-jkv-53x53.jpg
83,83,Inner City,Whatcha Gonna Do With My Lovin',92,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
84,NA, Adam Ant,Room At The Top,NA,NA,NA,NA,NA,NA,adam-ant-cr8-53x53.jpg
85,85,Xymox,Imagination,95,2,NA,NA,NA,NA,xymox-rqy-53x53.jpg
86,NA,Tesla,The Way It Is ,NA,NA,NA,NA,NA,NA,tesla-rcz-53x53.jpg
87,82,John Farnham,You're The Voice,82,5,NA,NA,NA,NA,john-farnham-53x53.jpg
88,NA,Eric Clapton,Bad Love,NA,NA,NA,NA,NA,NA,eric-clapton-53x53.jpg
89,14,Babyface ,Tender Lover,77,17,NA,NA,NA,NA,babyface-qq8-53x53.jpg
90,1,Milli Vanilli,Blame It On The Rain,78,23,NA,NA,NA,NA,milli-vanilli-by8-53x53.jpg
91,88,Yvonne,There's A Party Going On,88,7,NA,NA,NA,NA,yvonne-26k-53x53.jpg
92,NA,Bonnie Raitt,Have A Heart,NA,NA,NA,NA,NA,NA,bonnie-raitt-ae3-53x53.jpg
93,NA,Pajama Party,Hide And Seek,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
94,40,Shana,I Want You,85,23,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
95,NA,Salt-N-Pepa,Expression,NA,NA,NA,NA,NA,NA,salt-n-pepa-33c-53x53.jpg
96,NA,Tears For Fears,Advice For The Young At Heart,NA,NA,NA,NA,NA,NA,tears-for-fears-cum-53x53.jpg
97,90,Fine Young Cannibals,I'm Not Satisfied,90,3,NA,NA,NA,NA,fine-young-cannibals-fng-53x53.jpg
98,11,Jive Bunny & The Mastermixers,Swing The Mood,80,20,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
99,27,Motley Crue,Kickstart My Heart,83,16,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
100,11,Joe Cocker,When The Night Comes,84,20,NA,NA,NA,NA,joe-cocker-nqn-53x53.jpg
