rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
67,67,Billy Idol,L.A. Woman,83,3,NA,NA,NA,NA,billy-idol-ygh-53x53.jpg
68,68,Cynthia & Johnny O,Dream Boy/Dream Girl,79,4,NA,NA,NA,NA,cynthia-0u5-53x53.jpg
69,69, Louie Louie,I Wanna Get Back With You,69,6,NA,NA,NA,NA,louie-louie-a0d-53x53.jpg
70,70,Soho,Hippychick,88,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
71,71,Gene Loves Jezebel,Jealous,77,6,NA,NA,NA,NA,gene-loves-jezebel-ddx-53x53.jpg
72,72,Snap!,Ooops Up,90,3,NA,NA,NA,NA,snap-71d-53x53.jpg
73,73,Tricia Leigh Fisher,Empty Beach,80,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
74,74,Ms. Adventures,Undeniable,84,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
75,35,The West Coast Rap All-Stars,We're All In the Same Gang,54,14,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
76,76,Beats International,Won't Talk About It,81,5,NA,NA,NA,NA,beats-international-jrf-53x53.jpg
77,44,Gloria Estefan,Cuts Both Ways,63,13,NA,NA,NA,NA,gloria-estefan-53x53.jpg
78,18,Bruce Hornsby & The Range,Across The River,60,14,NA,NA,NA,NA,bruce-hornsby-vac-53x53.jpg
79,79,Motley Crue,Same Ol' Situation (S.O.S.),87,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
80,21,Bad English,Possession,62,16,NA,NA,NA,NA,bad-english-knp-53x53.jpg
81,27,Brother Beyond, The Girl I Used To Know,66,14,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
82,82,Deee-Lite,Groove Is In The Heart,96,2,NA,NA,NA,NA,deee-lite-fnz-53x53.jpg
83,NA,Heart,Stranded,NA,NA,NA,NA,NA,NA,heart-2lh-53x53.jpg
84,47,Troop,All I Do Is Think Of You,75,12,NA,NA,NA,NA,troop-vpz-53x53.jpg
85,65,TKA ,I Won't Give Up On You,72,7,NA,NA,NA,NA,tka-2mq-53x53.jpg
86,86,UB40,The Way You Do The Things You Do,100,2,NA,NA,NA,NA,ub40-53x53.jpg
87,22,Aerosmith,The Other Side,70,14,NA,NA,NA,NA,aerosmith-7n5-53x53.jpg
88,7,Michael Bolton,When I'm Back On My Feet Again,86,18,NA,NA,NA,NA,michael-bolton-53x53.jpg
89,NA, Damn Yankees,High Enough,NA,NA,NA,NA,NA,NA,damn-yankees-yz7-53x53.jpg
90,NA,David Cassidy,Lyin' To Myself,NA,NA,NA,NA,NA,NA,david-cassidy-s19-53x53.jpg
91,81,Tiana,First True Love,92,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
92,NA, The London Quireboys,I Don't Love You Anymore,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
93,NA,The Human League,Heart Like A Wheel,NA,NA,NA,NA,NA,NA,the-human-league-2tr-53x53.jpg
94,48,Don Henley,How Bad Do You Want It?,71,12,NA,NA,NA,NA,don-henley-53x53.jpg
95,NA,Anita Baker ,Soul Inspiration,NA,NA,NA,NA,NA,NA,anita-baker-4eh-53x53.jpg
96,8,Depeche Mode,Enjoy The Silence,89,24,NA,NA,NA,NA,depeche-mode-53x53.jpg
97,69, Favorite Angel,Only Women Bleed,85,7,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
98,23,Heart,I Didn't Want To Need You,82,14,NA,NA,NA,NA,heart-2lh-53x53.jpg
99,1,Roxette,"It Must Have Been Love (From ""Pretty Woman"")",93,25,NA,NA,NA,NA,roxette-cd8-53x53.jpg
100,1,Madonna,Vogue,76,24,NA,NA,NA,NA,madonna-53x53.jpg
