rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
22,9,Tony Toni Tone,Feels Good,22,18,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
23,23,Vanilla Ice,Play That Funky Music,23,4,NA,NA,NA,NA,vanilla-ice-1on-53x53.jpg
24,24,Cathy Dennis,Just Another Dream,24,10,NA,NA,NA,NA,cathy-dennis-f2w-53x53.jpg
25,25,Will To Power,I'm Not In Love,25,7,NA,NA,NA,NA,will-to-power-6cm-53x53.jpg
26,26,The Outfield,For You,26,9,NA,NA,NA,NA,the-outfield-dia-53x53.jpg
27,27,Phil Collins,Hang In Long Enough,27,8,NA,NA,NA,NA,phil-collins-53x53.jpg
28,2,Alias,More Than Words Can Say,28,17,NA,NA,NA,NA,alias-p5m-53x53.jpg
29,29,Elisa Fiorillo,On The Way Up,29,14,NA,NA,NA,NA,elisa-fiorillo-39c-53x53.jpg
30,13,Heart,Stranded,30,15,NA,NA,NA,NA,heart-2lh-53x53.jpg
31,28,Johnny Gill,Fairweather Friend,31,11,NA,NA,NA,NA,johnny-gill-53x53.jpg
32,32,Debbie Gibson,Anything Is Possible,32,7,NA,NA,NA,NA,debbie-gibson-53x53.jpg
33,33,Robert Palmer,You're Amazing,33,7,NA,NA,NA,NA,robert-palmer-8tv-53x53.jpg
34,34,Dino,Gentle,34,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
35,1,Vanilla Ice,Ice Ice Baby,35,17,NA,NA,NA,NA,vanilla-ice-1on-53x53.jpg
36,36,Keith Sweat,I'll Give All My Love To You,36,5,NA,NA,NA,NA,keith-sweat-53x53.jpg
37,21,Donny Osmond,My Love Is A Fire,37,12,NA,NA,NA,NA,donny-osmond-dfc-53x53.jpg
38,9, Candyman,Knockin' Boots,38,18,NA,NA,NA,NA,candyman-b0u-53x53.jpg
39,39,INXS,Disappear,39,6,NA,NA,NA,NA,inxs-ug5-53x53.jpg
40,19,The Righteous Brothers,Unchained Melody,40,13,NA,NA,NA,NA,the-righteous-brothers-bit-53x53.jpg
41,41,LL Cool J,Around The Way Girl,41,5,NA,NA,NA,NA,ll-cool-j-kyv-53x53.jpg
42,11,Daryl Hall John Oates,So Close,42,14,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
43,43,Breathe Featuring David Glasper,Does She Love That Man?,43,7,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
44,44, Too $hort,The Ghetto,44,7,NA,NA,NA,NA,too-short-53x53.jpg
45,45,Elton John,You Gotta Love Someone,45,6,NA,NA,NA,NA,elton-john-qls-53x53.jpg
46,46,Warrant,I Saw Red,46,5,NA,NA,NA,NA,warrant-53x53.jpg
47,2,M.C. Hammer,Pray,47,14,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
48,48,Don Henley,New York Minute,48,8,NA,NA,NA,NA,don-henley-53x53.jpg
49,49,Cher,The Shoop Shoop Song (It's In His Kiss),49,6,NA,NA,NA,NA,cher-9v4-53x53.jpg
50,45,The Black Crowes,Hard To Handle,50,10,NA,NA,NA,NA,the-black-crowes-53x53.jpg
51,51, Celine Dion,Where Does My Heart Beat Now,51,4,NA,NA,NA,NA,celine-dion-0hi-53x53.jpg
52,52,Depeche Mode,World In My Eyes,52,6,NA,NA,NA,NA,depeche-mode-53x53.jpg
53,53,Whitney Houston,All The Man That I Need,53,2,NA,NA,NA,NA,whitney-houston-k4w-53x53.jpg
54,14,Soho,Hippychick,54,17,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
55,55,Pebbles,Love Makes Things Happen,55,5,NA,NA,NA,NA,pebbles-xsh-53x53.jpg
56,56,Bad Company,If You Needed Somebody,56,8,NA,NA,NA,NA,bad-company-h37-87x87.jpg
57,26,Bell Biv DeVoe,B.B.D. (I Thought It Was Me)?,57,12,NA,NA,NA,NA,bell-biv-devoe-221-53x53.jpg
58,58,George LaMond (Duet With Brenda K. Starr),No Matter What,58,5,NA,NA,NA,NA,george-lamond-wkd-53x53.jpg
59,1,James Ingram,I Don't Have The Heart,59,22,NA,NA,NA,NA,james-ingram-t1a-53x53.jpg
60,60,AC/DC,Moneytalks,60,4,NA,NA,NA,NA,ac-dc-53x53.jpg
61,61,Iggy Pop With Kate Pierson,Candy,61,6,NA,NA,NA,NA,kate-pierson-zv8-53x53.jpg
62,62,After 7,Heat Of The Moment,62,18,NA,NA,NA,NA,after-7-zay-53x53.jpg
63,1,Maxi Priest,Close To You,63,27,NA,NA,NA,NA,maxi-priest-myk-53x53.jpg
64,64,Chris Isaak,Wicked Game,64,5,NA,NA,NA,NA,chris-isaak-9xn-53x53.jpg
65,50, Guy,I Wanna Get With U,65,8,NA,NA,NA,NA,guy-bdu-53x53.jpg
66,66,Tony Toni Tone,It Never Rains (In Southern California),66,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
67,67,Cinderella,Shelter Me,67,4,NA,NA,NA,NA,cinderella-g19-53x53.jpg
68,68,Black Box,I Don't Know Anybody Else,68,4,NA,NA,NA,NA,black-box-a2z-53x53.jpg
69,6,After 7,Can't Stop,69,23,NA,NA,NA,NA,after-7-zay-53x53.jpg
70,70,Joey B. Ellis & Tynetta Hare,Go For It! (Heart And Fire),70,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
71,71,Jude Cole,House Full Of Reasons,71,5,NA,NA,NA,NA,jude-cole-axa-53x53.jpg
72,28,Information Society,Think,72,13,NA,NA,NA,NA,information-society-6kt-53x53.jpg
73,73,Trixter,Give It To Me Good,73,5,NA,NA,NA,NA,trixter-fdw-53x53.jpg
74,74,Styx,Show Me The Way,74,4,NA,NA,NA,NA,styx-53x53.jpg
75,75,Tevin Campbell,Round And Round,75,4,NA,NA,NA,NA,tevin-campbell-zoh-53x53.jpg
76,4,Pebbles,Giving You The Benefit,76,20,NA,NA,NA,NA,pebbles-xsh-53x53.jpg
77,77,Maxi Priest,Just A Little Bit Longer,77,4,NA,NA,NA,NA,maxi-priest-myk-53x53.jpg
78,78,Urban Dance Squad,Deeper Shade Of Soul,78,3,NA,NA,NA,NA,urban-dance-squad-ixm-53x53.jpg
79,79,Oleta Adams,Get Here,79,3,NA,NA,NA,NA,oleta-adams-exw-53x53.jpg
80,37,Billy Joel,And So It Goes ,80,11,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
81,10,Warrant,Cherry Pie,81,17,NA,NA,NA,NA,warrant-53x53.jpg
82,80,TKA Featuring Michelle Visage,Crash (Have Some Fun),82,5,NA,NA,NA,NA,tka-2mq-53x53.jpg
83,19,Concrete Blonde,Joey,83,20,NA,NA,NA,NA,concrete-blonde-91p-53x53.jpg
84,84,Pat & Mick,Use It Up And Wear It Out,84,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
85,85,Candyman ,Melt In Your Mouth,85,3,NA,NA,NA,NA,candyman-b0u-53x53.jpg
86,86,2nu,This Is Ponderous,86,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
87,27,David Cassidy,Lyin' To Myself,87,15,NA,NA,NA,NA,david-cassidy-s19-53x53.jpg
88,42,Al B. Sure!,Missunderstanding,88,12,NA,NA,NA,NA,al-b-sure-box-53x53.jpg
89,89,Tracie Spencer,This House,89,2,NA,NA,NA,NA,tracie-spencer-07k-53x53.jpg
90,90,Notorious,The Swalk,90,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
91,79,The Party,I Found Love,91,9,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
92,92,Timmy T.,One More Try,92,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
93,93, Paul Simon,The Obvious Child,93,3,NA,NA,NA,NA,paul-simon-53x53.jpg
94,1,Nelson,(Can't Live Without Your) Love And Affection,94,26,NA,NA,NA,NA,nelson-53x53.jpg
95,50,Cheap Trick,Wherever Would I Be,95,10,NA,NA,NA,NA,cheap-trick-53x53.jpg
96,96,Slaughter,Spend My Life,96,2,NA,NA,NA,NA,slaughter-53x53.jpg
97,13,The Righteous Brothers,Unchained Melody,97,19,NA,NA,NA,NA,the-righteous-brothers-bit-53x53.jpg
98,1,Janet Jackson,Black Cat,98,16,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
99,91,Special Generation,Love Me Just For Me,99,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
100,4,Phil Collins,Something Happened On The Way To Heaven,100,22,NA,NA,NA,NA,phil-collins-53x53.jpg
