rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
53,53,Go West,"King Of Wishful Thinking (From ""Pretty Woman"")",62,4,NA,NA,NA,NA,go-west-kjg-53x53.jpg
54,54,Del Amitri,Kiss This Thing Goodbye,60,4,NA,NA,NA,NA,del-amitri-qqt-53x53.jpg
55,55,Young And Restless,"""B"" Girls",58,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
56,56,ZZ Top,"Doubleback (From ""Back To The Future Part III"")",68,4,NA,NA,NA,NA,zz-top-n4e-53x53.jpg
57,57,Motley Crue,Don't Go Away Mad (Just Go Away),72,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
58,3,Lisa Stansfield,All Around The World,43,19,NA,NA,NA,NA,lisa-stansfield-yvw-53x53.jpg
59,57,Billy Joel,"The Downeaster ""Alexa""",57,6,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
60,17,Adam Ant,Room At The Top,46,14,NA,NA,NA,NA,adam-ant-cr8-53x53.jpg
61,60,Damn Yankees,Coming Of Age,64,8,NA,NA,NA,NA,damn-yankees-yz7-53x53.jpg
62,53,Michael Penn,This & That,53,7,NA,NA,NA,NA,michael-penn-r15-53x53.jpg
63,6,Babyface,Whip Appeal,47,16,NA,NA,NA,NA,babyface-qq8-53x53.jpg
64,64,Howard Hewett,Show Me,81,3,NA,NA,NA,NA,howard-hewett-c9m-53x53.jpg
65,24,The U-Krew,If U Were Mine,67,20,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
66,38,Electronic,Getting Away With It,48,11,NA,NA,NA,NA,electronic-f2h-53x53.jpg
67,67,Tony Toni Tone,The Blues,89,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
68,1,Tommy Page,I'll Be Your Everything,56,17,NA,NA,NA,NA,tommy-page-t13-53x53.jpg
69,21,Don Henley,The Heart Of The Matter,65,17,NA,NA,NA,NA,don-henley-53x53.jpg
70,6,Luther Vandross,Here And Now,63,25,NA,NA,NA,NA,luther-vandross-ycy-53x53.jpg
71,1,Alannah Myles,Black Velvet,69,23,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
72,40,Timmy T.,Time After Time,71,14,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
73,73, Ana,Got To Tell Me Something,77,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
74,74,Lightning Seeds,Pure,80,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
75,75,Keith Sweat,Make You Sweat,91,2,NA,NA,NA,NA,keith-sweat-53x53.jpg
76,8,Motley Crue,Without You,61,16,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
77,77,Jane Child ,Welcome To The Real World,90,2,NA,NA,NA,NA,jane-child-t4k-53x53.jpg
78,78,Alisha,Bounce Back,88,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
79,79,Quincy Jones With Tevin Campbell,"Tomorrow (A Better You, Better Me)",79,3,NA,NA,NA,NA,quincy-jones-3md-53x53.jpg
80,80,The Black Crowes,Jealous Again,82,5,NA,NA,NA,NA,the-black-crowes-53x53.jpg
81,9,Biz Markie,Just A Friend,70,21,NA,NA,NA,NA,biz-markie-684-53x53.jpg
82,82,Joey Kid,Counting The Days,85,6,NA,NA,NA,NA,joey-kid-6lp-53x53.jpg
83,49,The Cover Girls,All That Glitters Isn't Gold,75,10,NA,NA,NA,NA,the-cover-girls-tsx-53x53.jpg
84,54,Soul II Soul,Get A Life,76,9,NA,NA,NA,NA,soul-ii-soul-v8v-53x53.jpg
85,59,D-Mob With Cathy Dennis,That's The Way Of The World,66,7,NA,NA,NA,NA,d-mob-k40-53x53.jpg
86,33,Fleetwood Mac,Save Me,74,10,NA,NA,NA,NA,fleetwood-mac-53x53.jpg
87,1,Taylor Dayne,Love Will Lead You Back,83,20,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
88,NA,Seduction,Could This Be Love,NA,NA,NA,NA,NA,NA,seduction-tw8-53x53.jpg
89,78,Linda Ronstadt (Featuring Aaron Neville),When Something Is Wrong With My Baby,78,5,NA,NA,NA,NA,aaron-neville-wa6-53x53.jpg
90,77,Andrew Ridgeley ,Shake,84,5,NA,NA,NA,NA,andrew-ridgeley-ehw-53x53.jpg
91,7,Technotronic,Get Up! (Before The Night Is Over),86,20,NA,NA,NA,NA,technotronic-5tm-53x53.jpg
92,92,Danger Danger,Bang Bang,98,2,NA,NA,NA,NA,danger-danger-nzq-53x53.jpg
93,NA,KISS,Rise To It,NA,NA,NA,NA,NA,NA,kiss-53x53.jpg
94,NA,Bad English,Possession,NA,NA,NA,NA,NA,NA,bad-english-knp-53x53.jpg
95,71,The Cure,Pictures Of You,92,8,NA,NA,NA,NA,the-cure-53x53.jpg
96,66,Bad English,Heaven Is A 4 Letter Word,95,9,NA,NA,NA,NA,bad-english-knp-53x53.jpg
97,NA,The U-Krew,Let Me Be Your Lover,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
98,NA,Michael McDonald,Take It To Heart,NA,NA,NA,NA,NA,NA,michael-mcdonald-ad4-53x53.jpg
99,13,Seduction,Heartbeat,87,16,NA,NA,NA,NA,seduction-tw8-53x53.jpg
100,96,Whitesnake,Now You're Gone,96,2,NA,NA,NA,NA,whitesnake-4bv-53x53.jpg
