rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
50,1,Jon Bon Jovi,"Blaze Of Glory (From ""Young Guns II"")",44,17,NA,NA,NA,NA,jon-bon-jovi-59q-53x53.jpg
51,51,Billy Joel,And So It Goes,60,4,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
52,52,Johnny Gill,Fairweather Friend,61,4,NA,NA,NA,NA,johnny-gill-53x53.jpg
53,53,Caron Wheeler,Livin' In The Light,56,7,NA,NA,NA,NA,caron-wheeler-7cz-53x53.jpg
54,8,Paul Young,Oh Girl,45,18,NA,NA,NA,NA,paul-young-mlj-53x53.jpg
55,14,Kyper,Tic-Tac-Toe,48,20,NA,NA,NA,NA,kyper-4ia-53x53.jpg
56,56,Nelson,After The Rain,75,2,NA,NA,NA,NA,nelson-53x53.jpg
57,57,The Outfield,For You,68,2,NA,NA,NA,NA,the-outfield-dia-53x53.jpg
58,53,New Kids On The Block ,Let's Try It Again,53,6,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
59,59,Sweet Sensation,Each And Every Time,62,4,NA,NA,NA,NA,sweet-sensation-e7v-53x53.jpg
60,60,Cathy Dennis,Just Another Dream,71,3,NA,NA,NA,NA,cathy-dennis-f2w-53x53.jpg
61,61,Cheap Trick,Wherever Would I Be,69,3,NA,NA,NA,NA,cheap-trick-53x53.jpg
62,15,Depeche Mode,Policy Of Truth,47,14,NA,NA,NA,NA,depeche-mode-53x53.jpg
63,63,Surface,The First Time,82,2,NA,NA,NA,NA,surface-j2e-53x53.jpg
64,48,LL Cool J,The Boomin' System,54,7,NA,NA,NA,NA,ll-cool-j-kyv-53x53.jpg
65,1, Wilson Phillips,Release Me,52,20,NA,NA,NA,NA,wilson-phillips-531-53x53.jpg
66,53,Cynthia & Johnny O,Dream Boy/Dream Girl,63,11,NA,NA,NA,NA,cynthia-0u5-53x53.jpg
67,67,Prince,New Power Generation,70,2,NA,NA,NA,NA,prince-vp8-53x53.jpg
68,29,The Boys,Crazy,59,12,NA,NA,NA,NA,the-boys-xqd-53x53.jpg
69,NA, Phil Collins,Hang In Long Enough,NA,NA,NA,NA,NA,NA,phil-collins-53x53.jpg
70,70,Vaughan Brothers,Tick Tock,78,4,NA,NA,NA,NA,vaughan-brothers-anr-53x53.jpg
71,65,REO Speedwagon,Love Is A Rock ,65,5,NA,NA,NA,NA,reo-speedwagon-bex-53x53.jpg
72,72,Pet Shop Boys,So Hard,77,4,NA,NA,NA,NA,pet-shop-boys-fjk-53x53.jpg
73,NA,Guy,I Wanna Get With U,NA,NA,NA,NA,NA,NA,guy-bdu-53x53.jpg
74,25,The Adventures Of Stevie V,Dirty Cash (Money Talks),66,17,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
75,75,The Black Crowes,Hard To Handle,83,3,NA,NA,NA,NA,the-black-crowes-53x53.jpg
76,10,Johnny Gill,"My, My, My",57,15,NA,NA,NA,NA,johnny-gill-53x53.jpg
77,77,The Cure, Never Enough,79,2,NA,NA,NA,NA,the-cure-53x53.jpg
78,12,Taylor Dayne,Heart Of Stone,67,15,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
79,35,Snap!,Ooops Up,58,10,NA,NA,NA,NA,snap-71d-53x53.jpg
80,80,Styx,Love Is The Ritual,80,4,NA,NA,NA,NA,styx-53x53.jpg
81,NA,Dino,Gentle,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
82,NA,Don Henley,New York Minute,NA,NA,NA,NA,NA,NA,don-henley-53x53.jpg
83,NA,Glenn Medeiros (Featuring The Stylistics),Me-U=Blue,NA,NA,NA,NA,NA,NA,the-stylistics-hxn-53x53.jpg
84,NA,Vixen,Love Is A Killer,NA,NA,NA,NA,NA,NA,vixen-16q-53x53.jpg
85,85,The Party,I Found Love,94,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
86,86,Denise Lopez,Don't You Wanna Be Mine,92,2,NA,NA,NA,NA,denise-lopez-7sw-53x53.jpg
87,32,Jude Cole,Time For Letting Go,74,15,NA,NA,NA,NA,jude-cole-axa-53x53.jpg
88,NA,Bad Company,If You Needed Somebody,NA,NA,NA,NA,NA,NA,bad-company-h37-87x87.jpg
89,76,The London Quireboys ,I Don't Love You Anymore,88,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
90,90,Betty Boo,Doin' The Do,93,2,NA,NA,NA,NA,betty-boo-2rz-53x53.jpg
91,9,Faith No More,Epic,81,21,NA,NA,NA,NA,faith-no-more-53x53.jpg
92,NA,Faith No More,Falling To Pieces,NA,NA,NA,NA,NA,NA,faith-no-more-53x53.jpg
93,85,Biscuit,Biscuit's In The House,86,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
94,64,Asia,Days Like These,73,7,NA,NA,NA,NA,asia-53x53.jpg
95,4,M.C. Hammer,Have You Seen Her,85,20,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
96,63,George LaMond,Look Into My Eyes,89,13,NA,NA,NA,NA,george-lamond-wkd-53x53.jpg
97,32,"Glenn Medeiros Featuring Ray Parker, Jr.",All I'm Missing Is You,87,13,NA,NA,NA,NA,glenn-medeiros-m28-53x53.jpg
98,84,Bruce Hornsby & The Range With Shawn Colvin,Lost Soul,84,3,NA,NA,NA,NA,shawn-colvin-b86-53x53.jpg
99,21,Lisa Stansfield,This Is The Right Time,76,13,NA,NA,NA,NA,lisa-stansfield-yvw-53x53.jpg
100,3,Poison,Unskinny Bop,72,19,NA,NA,NA,NA,poison-53x53.jpg
