rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
20,1,Vanilla Ice,Ice Ice Baby,16,14,NA,NA,NA,NA,vanilla-ice-1on-53x53.jpg
21,21,Donny Osmond,My Love Is A Fire,25,9,NA,NA,NA,NA,donny-osmond-dfc-53x53.jpg
22,22,Winger,Miles Away,27,9,NA,NA,NA,NA,winger-w6j-53x53.jpg
23,9,Candyman,Knockin' Boots,21,15,NA,NA,NA,NA,candyman-b0u-53x53.jpg
24,24,Janet Jackson ,Love Will Never Do (Without You),31,4,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
25,25,Steve Winwood,One And Only Man,29,6,NA,NA,NA,NA,steve-winwood-d4d-53x53.jpg
26,26,Bell Biv DeVoe,B.B.D. (I Thought It Was Me)?,26,9,NA,NA,NA,NA,bell-biv-devoe-221-53x53.jpg
27,27,Surface,The First Time,33,6,NA,NA,NA,NA,surface-j2e-53x53.jpg
28,2,M.C. Hammer,Pray,20,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
29,14,Soho,Hippychick,17,14,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
30,30,Nelson,After The Rain,35,6,NA,NA,NA,NA,nelson-53x53.jpg
31,1,James Ingram,I Don't Have The Heart,24,19,NA,NA,NA,NA,james-ingram-t1a-53x53.jpg
32,32,Johnny Gill ,Fairweather Friend,34,8,NA,NA,NA,NA,johnny-gill-53x53.jpg
33,28,Information Society,Think,28,10,NA,NA,NA,NA,information-society-6kt-53x53.jpg
34,34,Cathy Dennis,Just Another Dream,41,7,NA,NA,NA,NA,cathy-dennis-f2w-53x53.jpg
35,35,The Outfield,For You,39,6,NA,NA,NA,NA,the-outfield-dia-53x53.jpg
36,36, Phil Collins,Hang In Long Enough,44,5,NA,NA,NA,NA,phil-collins-53x53.jpg
37,37,Billy Joel,And So It Goes,37,8,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
38,38,Elisa Fiorillo,On The Way Up,42,11,NA,NA,NA,NA,elisa-fiorillo-39c-53x53.jpg
39,39,Will To Power,I'm Not In Love,46,4,NA,NA,NA,NA,will-to-power-6cm-53x53.jpg
40,19, The Righteous Brothers,Unchained Melody,30,10,NA,NA,NA,NA,the-righteous-brothers-bit-53x53.jpg
41,41,C+C Music Factory,Gonna Make You Sweat (Everybody Dance Now),47,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
42,42,Debbie Gibson,Anything Is Possible,49,4,NA,NA,NA,NA,debbie-gibson-53x53.jpg
43,1, Maxi Priest,Close To You,36,24,NA,NA,NA,NA,maxi-priest-myk-53x53.jpg
44,4,Pebbles,Giving You The Benefit,32,17,NA,NA,NA,NA,pebbles-xsh-53x53.jpg
45,10,Warrant,Cherry Pie,45,14,NA,NA,NA,NA,warrant-53x53.jpg
46,6,After 7,Can't Stop,38,20,NA,NA,NA,NA,after-7-zay-53x53.jpg
47,47,Dino,Gentle,51,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
48,48,Keith Sweat,I'll Give All My Love To You,54,2,NA,NA,NA,NA,keith-sweat-53x53.jpg
49,49,The Black Crowes,Hard To Handle,53,7,NA,NA,NA,NA,the-black-crowes-53x53.jpg
50,50,Guy,I Wanna Get With U,52,5,NA,NA,NA,NA,guy-bdu-53x53.jpg
51,51,Robert Palmer,You're Amazing ,57,4,NA,NA,NA,NA,robert-palmer-8tv-53x53.jpg
52,27,David Cassidy,Lyin' To Myself,43,12,NA,NA,NA,NA,david-cassidy-s19-53x53.jpg
53,53,Don Henley,New York Minute,58,5,NA,NA,NA,NA,don-henley-53x53.jpg
54,54,INXS,Disappear,63,3,NA,NA,NA,NA,inxs-ug5-53x53.jpg
55,19,Concrete Blonde,Joey,48,17,NA,NA,NA,NA,concrete-blonde-91p-53x53.jpg
56,56,Breathe Featuring David Glasper,Does She Love That Man?,62,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
57,57,Too $hort,The Ghetto,59,4,NA,NA,NA,NA,too-short-53x53.jpg
58,1,Janet Jackson,Black Cat,40,13,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
59,59,Depeche Mode,World In My Eyes,65,3,NA,NA,NA,NA,depeche-mode-53x53.jpg
60,60,Elton John,You Gotta Love Someone,66,3,NA,NA,NA,NA,elton-john-qls-53x53.jpg
61,50,Cheap Trick,Wherever Would I Be,50,7,NA,NA,NA,NA,cheap-trick-53x53.jpg
62,62,LL Cool J,Around The Way Girl,83,2,NA,NA,NA,NA,ll-cool-j-kyv-53x53.jpg
63,63,Cher,The Shoop Shoop Song (It's In His Kiss),64,3,NA,NA,NA,NA,cher-9v4-53x53.jpg
64,19,Slaughter,Fly To the Angels,61,17,NA,NA,NA,NA,slaughter-53x53.jpg
65,65,Bad Company,If You Needed Somebody,67,5,NA,NA,NA,NA,bad-company-h37-87x87.jpg
66,NA,Vanilla Ice,Play That Funky Music,NA,NA,NA,NA,NA,NA,vanilla-ice-1on-53x53.jpg
67,42,Al B. Sure!,Missunderstanding,60,9,NA,NA,NA,NA,al-b-sure-box-53x53.jpg
68,68,Iggy Pop With Kate Pierson,Candy,72,3,NA,NA,NA,NA,kate-pierson-zv8-53x53.jpg
69,69,George LaMond (Duet With Brenda K. Starr),No Matter What,86,2,NA,NA,NA,NA,george-lamond-wkd-53x53.jpg
70,70,After 7,Heat Of The Moment,73,15,NA,NA,NA,NA,after-7-zay-53x53.jpg
71,71,Warrant,I Saw Red,85,2,NA,NA,NA,NA,warrant-53x53.jpg
72,13,The Righteous Brothers,Unchained Melody,55,16,NA,NA,NA,NA,the-righteous-brothers-bit-53x53.jpg
73,73,Jude Cole,House Full Of Reasons,82,2,NA,NA,NA,NA,jude-cole-axa-53x53.jpg
74,74,Pebbles,Love Makes Things Happen,91,2,NA,NA,NA,NA,pebbles-xsh-53x53.jpg
75,1,Nelson,(Can't Live Without Your) Love And Affection,56,23,NA,NA,NA,NA,nelson-53x53.jpg
76,NA,AC/DC,Moneytalks,NA,NA,NA,NA,NA,NA,ac-dc-53x53.jpg
77,77,Chris Isaak,Wicked Game,94,2,NA,NA,NA,NA,chris-isaak-9xn-53x53.jpg
78,NA,Tevin Campbell,Round And Round,NA,NA,NA,NA,NA,NA,tevin-campbell-zoh-53x53.jpg
79,79,The Soup Dragons,I'm Free,88,4,NA,NA,NA,NA,the-soup-dragons-2or-53x53.jpg
80,NA,Celine Dion,Where Does My Heart Beat Now,NA,NA,NA,NA,NA,NA,celine-dion-0hi-53x53.jpg
81,14,Kyper,Tic-Tac-Toe,68,24,NA,NA,NA,NA,kyper-4ia-53x53.jpg
82,71,Vixen,Love Is A Killer,71,5,NA,NA,NA,NA,vixen-16q-53x53.jpg
83,65,Vaughan Brothers,Tick Tock,69,8,NA,NA,NA,NA,vaughan-brothers-anr-53x53.jpg
84,NA,Maxi Priest,Just A Little Bit Longer,NA,NA,NA,NA,NA,NA,maxi-priest-myk-53x53.jpg
85,85,TKA Featuring Michelle Visage,Crash (Have Some Fun),92,2,NA,NA,NA,NA,tka-2mq-53x53.jpg
86,NA,Black Box,I Don't Know Anybody Else,NA,NA,NA,NA,NA,NA,black-box-a2z-53x53.jpg
87,87,Trixter,Give It To Me Good,95,2,NA,NA,NA,NA,trixter-fdw-53x53.jpg
88,79,The Party,I Found Love,79,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
89,NA,Cinderella,Shelter Me,NA,NA,NA,NA,NA,NA,cinderella-g19-53x53.jpg
90,53,Cynthia & Johnny O,Dream Boy/Dream Girl,81,15,NA,NA,NA,NA,cynthia-0u5-53x53.jpg
91,4,Phil Collins,Something Happened On The Way To Heaven,74,19,NA,NA,NA,NA,phil-collins-53x53.jpg
92,NA,Joey B. Ellis & Tynetta Hare,Go For It! (Heart And Fire),NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
93,62,Pet Shop Boys,So Hard,76,8,NA,NA,NA,NA,pet-shop-boys-fjk-53x53.jpg
94,8,Paul Young,Oh Girl,87,22,NA,NA,NA,NA,paul-young-mlj-53x53.jpg
95,NA,Special Generation,Love Me Just For Me,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
96,NA,Styx,Show Me The Way,NA,NA,NA,NA,NA,NA,styx-53x53.jpg
97,48,LL Cool J,The Boomin' System,78,11,NA,NA,NA,NA,ll-cool-j-kyv-53x53.jpg
98,8,Black Box,Everybody Everybody,70,19,NA,NA,NA,NA,black-box-a2z-53x53.jpg
99,6,Dino,Romeo,80,18,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
100,1,Jon Bon Jovi ,"Blaze Of Glory (From ""Young Guns II"")",75,21,NA,NA,NA,NA,jon-bon-jovi-59q-53x53.jpg
