rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
44,1,Jon Bon Jovi,"Blaze Of Glory (From ""Young Guns II"")",33,16,NA,NA,NA,NA,jon-bon-jovi-59q-53x53.jpg
45,8,Paul Young,Oh Girl,34,17,NA,NA,NA,NA,paul-young-mlj-53x53.jpg
46,46,2 In A Room,Wiggle It,55,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
47,15,Depeche Mode,Policy Of Truth,28,13,NA,NA,NA,NA,depeche-mode-53x53.jpg
48,14,Kyper,Tic-Tac-Toe,45,19,NA,NA,NA,NA,kyper-4ia-53x53.jpg
49,49,Winger,Miles Away,61,4,NA,NA,NA,NA,winger-w6j-53x53.jpg
50,50,Al B. Sure!,Missunderstanding,58,4,NA,NA,NA,NA,al-b-sure-box-53x53.jpg
51,51,Elisa Fiorillo,On The Way Up,57,6,NA,NA,NA,NA,elisa-fiorillo-39c-53x53.jpg
52,1,Wilson Phillips,Release Me,38,19,NA,NA,NA,NA,wilson-phillips-531-53x53.jpg
53,53,New Kids On The Block,Let's Try It Again,59,5,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
54,48,LL Cool J,The Boomin' System,48,6,NA,NA,NA,NA,ll-cool-j-kyv-53x53.jpg
55,NA,Steve Winwood,One And Only Man,NA,NA,NA,NA,NA,NA,steve-winwood-d4d-53x53.jpg
56,56,Caron Wheeler,Livin' In The Light,63,6,NA,NA,NA,NA,caron-wheeler-7cz-53x53.jpg
57,10,Johnny Gill,"My, My, My",43,14,NA,NA,NA,NA,johnny-gill-53x53.jpg
58,35,Snap!,Ooops Up,41,9,NA,NA,NA,NA,snap-71d-53x53.jpg
59,29,The Boys,Crazy,40,11,NA,NA,NA,NA,the-boys-xqd-53x53.jpg
60,60,Billy Joel,And So It Goes,69,3,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
61,61,Johnny Gill,Fairweather Friend,70,3,NA,NA,NA,NA,johnny-gill-53x53.jpg
62,62,Sweet Sensation,Each And Every Time,71,3,NA,NA,NA,NA,sweet-sensation-e7v-53x53.jpg
63,53,Cynthia & Johnny O,Dream Boy/Dream Girl,56,10,NA,NA,NA,NA,cynthia-0u5-53x53.jpg
64,NA,Ralph Tresvant,Sensitivity,NA,NA,NA,NA,NA,NA,ralph-tresvant-yiu-53x53.jpg
65,65,REO Speedwagon,Love Is A Rock,66,4,NA,NA,NA,NA,reo-speedwagon-bex-53x53.jpg
66,25,The Adventures Of Stevie V,Dirty Cash (Money Talks),62,16,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
67,12,Taylor Dayne,Heart Of Stone,52,14,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
68,NA,The Outfield,For You,NA,NA,NA,NA,NA,NA,the-outfield-dia-53x53.jpg
69,69,Cheap Trick,Wherever Would I Be,94,2,NA,NA,NA,NA,cheap-trick-53x53.jpg
70,NA,Prince,New Power Generation,NA,NA,NA,NA,NA,NA,prince-vp8-53x53.jpg
71,71,Cathy Dennis,Just Another Dream,88,2,NA,NA,NA,NA,cathy-dennis-f2w-53x53.jpg
72,3,Poison,Unskinny Bop,65,18,NA,NA,NA,NA,poison-53x53.jpg
73,64,Asia,Days Like These,64,6,NA,NA,NA,NA,asia-53x53.jpg
74,32,Jude Cole, Time For Letting Go,60,14,NA,NA,NA,NA,jude-cole-axa-53x53.jpg
75,NA,Nelson,After The Rain,NA,NA,NA,NA,NA,NA,nelson-53x53.jpg
76,21,Lisa Stansfield,This Is The Right Time,54,12,NA,NA,NA,NA,lisa-stansfield-yvw-53x53.jpg
77,77,Pet Shop Boys,So Hard,83,3,NA,NA,NA,NA,pet-shop-boys-fjk-53x53.jpg
78,78,Vaughan Brothers,Tick Tock,81,3,NA,NA,NA,NA,vaughan-brothers-anr-53x53.jpg
79,NA,The Cure,Never Enough,NA,NA,NA,NA,NA,NA,the-cure-53x53.jpg
80,80,Styx,Love Is The Ritual,80,3,NA,NA,NA,NA,styx-53x53.jpg
81,9,Faith No More,Epic,68,20,NA,NA,NA,NA,faith-no-more-53x53.jpg
82,NA,Surface,The First Time,NA,NA,NA,NA,NA,NA,surface-j2e-53x53.jpg
83,83,The Black Crowes,Hard To Handle,99,2,NA,NA,NA,NA,the-black-crowes-53x53.jpg
84,84,Bruce Hornsby & The Range With Shawn Colvin,Lost Soul,89,2,NA,NA,NA,NA,shawn-colvin-b86-53x53.jpg
85,4,M.C. Hammer,Have You Seen Her,72,19,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
86,85,Biscuit,Biscuit's In The House,85,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
87,32,"Glenn Medeiros Featuring Ray Parker, Jr.",All I'm Missing Is You,74,12,NA,NA,NA,NA,glenn-medeiros-m28-53x53.jpg
88,76,The London Quireboys,I Don't Love You Anymore,76,7,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
89,63,George LaMond,Look Into My Eyes,84,12,NA,NA,NA,NA,george-lamond-wkd-53x53.jpg
90,46,Sydney Youngblood,I'd Rather Go Blind,78,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
91,42,Kid Frost,La Raza,82,18,NA,NA,NA,NA,kid-frost-tc5-53x53.jpg
92,NA,Denise Lopez,Don't You Wanna Be Mine,NA,NA,NA,NA,NA,NA,denise-lopez-7sw-53x53.jpg
93,NA,Betty Boo,Doin' The Do,NA,NA,NA,NA,NA,NA,betty-boo-2rz-53x53.jpg
94,NA,The Party,I Found Love,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
95,72,Anita Baker,Soul Inspiration,73,7,NA,NA,NA,NA,anita-baker-4eh-53x53.jpg
96,78,Motley Crue,Same Ol' Situation (S.O.S.),92,9,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
97,38,En Vogue,Lies,67,11,NA,NA,NA,NA,en-vogue-ps1-53x53.jpg
98,20,Luke Featuring The 2 Live Crew,Banned In The U.S.A.,96,16,NA,NA,NA,NA,luke-p9m-53x53.jpg
99,52, Billy Idol,L.A. Woman,79,9,NA,NA,NA,NA,billy-idol-ygh-53x53.jpg
100,42,Winger,Can't Get Enuff,77,15,NA,NA,NA,NA,winger-w6j-53x53.jpg
